iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
10	-2.26236	6.94411	-2.5266	6.16915	-2.43953	5.43409	-2.97717	6.7169	-2.92178	5.74804	-2.83628	6.72314	-3.13701	6.2775	-2.55983	4.30678	-2.18851	5.89599	-2.44247	6.79949	-2.42354	6.07364	-2.717037e+02	-1.564541e+07	-1.564568e+07
11	-2.26236	6.94411	-2.5266	6.16915	-2.43953	5.32701	-3.09543	6.7169	-2.92178	5.74804	-2.83628	6.70808	-3.3681	6.2775	-2.70538	4.20219	-2.18851	5.89599	-2.44247	6.7757	-2.42354	6.04943	-3.210596e+02	-1.544683e+07	-1.544715e+07
12	-2.26236	6.94411	-2.54196	6.16915	-2.50426	5.10049	-3.27812	6.7169	-2.92178	5.74804	-3.12739	6.66833	-3.3681	6.2775	-2.76181	4.13518	-2.23579	5.47295	-2.5573	6.7757	-2.42354	5.76774	-4.011334e+02	-1.472091e+07	-1.472132e+07
13	-2.26236	6.94411	-2.54196	6.16915	-2.51969	5.10049	-3.27812	6.27531	-3.09688	5.37507	-3.12739	6.66833	-3.3681	6.2775	-2.76181	3.97083	-2.23579	5.47295	-2.5573	6.75476	-2.54491	5.76774	-4.471004e+02	-1.405559e+07	-1.405604e+07
14	-2.26236	6.94411	-2.56061	6.16915	-2.55891	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.64816	-3.3681	6.26585	-2.76181	3.81663	-2.23579	5.47295	-2.58138	6.75476	-2.7214	5.76774	-4.961050e+02	-1.383657e+07	-1.383706e+07
15	-2.26236	6.94411	-2.56061	6.16915	-2.55891	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.64816	-3.3681	6.15803	-2.76181	3.72178	-2.23579	5.47295	-2.58275	6.74708	-2.7214	5.34762	-5.202495e+02	-1.346641e+07	-1.346693e+07
16	-2.26236	6.94411	-2.61803	6.0426	-2.58835	5.10049	-3.27812	6.15302	-3.28529	5.37507	-3.2182	6.63417	-3.3681	6.12141	-2.85148	3.69945	-2.23579	5.38429	-2.58275	6.73368	-2.85834	4.98892	-5.597995e+02	-1.305132e+07	-1.305188e+07
17	-2.26236	6.94411	-2.61803	6.0426	-2.63171	4.60233	-3.36962	6.15302	-3.32757	4.94322	-3.29474	6.50565	-3.3681	6.12141	-2.85148	3.69945	-2.23579	5.38429	-2.58275	6.73368	-2.85834	4.98892	-6.295791e+02	-1.247469e+07	-1.247532e+07
18	-2.26236	6.94411	-2.66078	6.0426	-2.63171	4.60233	-3.36962	6.15302	-3.32757	4.85037	-3.29474	6.50565	-3.5488	6.12141	-2.90186	3.69945	-2.24635	4.93217	-2.58275	6.73368	-2.85834	4.98892	-6.808149e+02	-1.214156e+07	-1.214224e+07
19	-2.26236	6.94411	-2.66898	6.0426	-2.68385	4.60233	-3.36962	6.15302	-3.32757	4.85037	-3.29474	6.50565	-3.55505	6.07932	-2.90186	3.45046	-2.24635	4.81407	-2.58275	6.73006	-2.90546	4.8468	-7.221247e+02	-1.188228e+07	-1.188300e+07
20	-2.26236	6.94411	-2.66898	6.0415	-2.68623	4.60233	-3.40099	6.02794	-3.32757	4.85037	-3.35797	6.50565	-3.55505	6.07932	-2.90186	3.45046	-2.3074	4.79937	-2.62437	6.73006	-2.91572	4.8468	-7.381295e+02	-1.176755e+07	-1.176829e+07
21	-2.26236	5.30834	-2.74199	6.0415	-2.68623	4.60233	-3.79633	6.02794	-3.32757	4.40069	-3.69985	6.50565	-3.55505	6.04368	-2.90186	2.58119	-2.3074	4.00802	-2.62437	6.73006	-3.03375	4.35823	-6.294708e+02	-1.064978e+07	-1.065041e+07
22	-2.26236	5.30834	-2.86266	5.84227	-2.81791	4.25756	-3.83393	6.02362	-3.32757	4.40069	-3.72851	6.18631	-4.11614	5.72898	-2.90186	2.31605	-2.31499	4.00781	-2.70852	6.69633	-3.49684	4.18179	-8.044565e+02	-9.695448e+06	-9.696252e+06
23	-2.34165	5.30931	-2.86266	5.84227	-2.84592	3.53635	-4.35038	6.02362	-3.32757	4.05258	-3.78021	6.18631	-4.11614	5.71512	-2.90186	2.31605	-2.32889	3.20076	-2.93681	6.69633	-3.49684	4.18179	-9.116557e+02	-8.975455e+06	-8.976367e+06
24	-2.34165	5.30931	-2.86266	5.79447	-2.84592	2.93297	-4.618	6.02362	-3.49769	3.44203	-4.46088	5.81926	-4.23109	5.71512	-2.95408	2.31605	-2.32889	3.06755	-2.93681	6.69614	-3.63826	3.89546	-1.214256e+03	-8.149147e+06	-8.150361e+06
25	-2.34165	5.30931	-2.86266	5.79447	-2.97054	2.58918	-4.618	6.02362	-3.49769	3.44203	-4.49977	5.81926	-4.23109	5.50992	-2.95408	1.7621	-2.32889	3.06755	-2.93681	6.67271	-3.63826	3.89546	-1.294464e+03	-7.898667e+06	-7.899962e+06
26	-2.34165	5.30931	-2.87825	5.79447	-2.97054	2.39519	-4.83985	6.02362	-3.49769	3.44203	-4.83891	5.78693	-4.23109	5.50992	-2.95408	1.62004	-2.33258	3.06755	-2.98315	6.67243	-3.63826	3.79221	-1.459938e+03	-7.766518e+06	-7.767978e+06
27	-3.12251	5.30931	-3.0314	5.79447	-2.97054	1.85657	-5.00261	6.02362	-3.93089	3.44203	-4.83891	5.78693	-4.36454	5.50992	-2.95408	1.23408	-2.33258	2.86989	-3.01537	6.67243	-3.63826	3.2665	-1.030396e+03	-7.497931e+06	-7.498961e+06
28	-3.12251	5.30931	-3.15597	5.36885	-2.87218	1.85657	-5.00261	6.00417	-3.93089	2.40485	-4.83891	5.78693	-4.37023	5.29325	-2.60115	1.23408	-2.33258	2.86989	-3.01537	6.66562	-3.90997	2.98122	-1.136080e+03	-6.854518e+06	-6.855654e+06
29	-3.12251	5.30931	-3.31256	5.36885	-2.82906	1.85657	-5.02002	5.8294	-4.14581	2.40485	-4.83891	5.68701	-4.64159	5.11673	-2.35453	1.24529	-2.33258	2.54952	-3.26612	6.66562	-3.90997	2.98122	-1.232288e+03	-6.464155e+06	-6.465387e+06
30	-3.12251	5.30931	-3.3541	5.36885	-2.7273	1.85657	-5.98715	5.75819	-4.32276	2.40485	-5.20497	5.64296	-4.64159	5.05275	-2.17369	1.24529	-2.34924	0.341108	-3.26612	6.66562	-3.90997	2.98122	-1.782811e+03	-6.229226e+06	-6.231009e+06
31	-3.78896	4.43156	-3.8388	5.17976	-2.65615	1.85657	-5.98715	5.54543	-4.32276	2.40485	-5.37064	5.64296	-5.30321	4.9929	-2.17369	1.24529	-2.34924	0.376453	-3.58467	6.65274	-3.90997	2.98122	-1.382050e+03	-5.835179e+06	-5.836561e+06
32	-3.78896	3.76095	-3.93415	5.17976	-2.44538	1.85657	-5.98715	5.54119	-4.36396	2.40485	-5.37064	5.62149	-5.38232	4.9302	-2.14051	1.24529	-2.34924	1.51578	-3.58467	6.65274	-4.10132	2.98122	-1.281464e+03	-5.699403e+06	-5.700684e+06
33	-3.82649	3.76095	-3.98479	5.17976	-2.44538	1.85657	-6.94757	5.54119	-4.67911	2.40485	-5.37064	5.62149	-5.39978	4.9302	-1.85059	1.24529	-2.3967	1.51578	-3.81585	6.65274	-4.10132	2.98122	-1.597736e+03	-5.602989e+06	-5.604587e+06
34	-3.82649	3.76095	-3.98479	5.17976	-2.09451	1.85657	-6.94757	5.38557	-4.80717	2.40485	-7.38462	5.5879	-6.50848	4.79168	-1.85059	1.24529	-2.3967	1.51578	-3.90675	6.61995	-4.22596	2.74549	-2.409246e+03	-5.167453e+06	-5.169862e+06
35	-3.82649	3.76095	-3.98479	5.17976	-2.09451	1.85657	-6.94757	5.24626	-5.11527	2.30062	-7.38462	5.5879	-7.39964	4.79168	-1.81671	1.24529	-2.4345	1.51578	-3.90675	6.61995	-5.06887	2.74549	-2.791794e+03	-5.038628e+06	-5.041420e+06
36	-3.82649	3.76095	-4.10937	5.11032	-2.09451	1.85657	-7.25557	5.24626	-5.11527	2.30062	-7.89607	5.35056	-7.39964	4.79168	-1.81229	1.24529	-2.44309	1.51578	-4.03757	6.61995	-5.06887	2.17993	-3.097894e+03	-4.771008e+06	-4.774106e+06
37	-4.50972	3.76649	-4.48834	5.11032	-2.09168	1.85657	-7.25557	5.16063	-5.11527	2.30062	-9.01408	5.35056	-7.39964	4.66696	-1.81229	1.24529	-2.48885	1.51578	-4.47734	6.61995	-4.40274	2.17993	-3.111046e+03	-4.550600e+06	-4.553711e+06
38	-4.99622	3.76649	-4.67792	5.08531	-2.09168	1.85657	-7.85065	5.16063	-4.54846	2.30062	-9.71185	5.0068	-8.02454	4.66696	-1.81229	1.24529	-2.48885	1.51578	-4.47734	6.61995	-4.40274	2.17993	-3.676720e+03	-4.288135e+06	-4.291812e+06
39	-4.99622	3.69683	-4.68753	5.01843	-2.09168	1.85657	-7.93331	5.09136	-4.69627	2.30062	-9.71185	4.36232	-9.44429	4.66696	-1.81229	1.24529	-2.48885	1.51578	-4.52626	6.60586	-4.40274	2.17993	-4.198534e+03	-3.934071e+06	-3.938270e+06
40	-4.99622	3.69683	-4.68753	5.00487	-2.09168	1.75103	-7.93331	5.09136	-4.94881	2.30062	-9.71185	4.14411	-9.44429	4.66696	-1.81229	1.24529	-2.48885	1.51578	-4.97873	6.57396	-4.40274	2.17993	-4.182327e+03	-3.802822e+06	-3.807005e+06
41	-5.08538	3.69683	-4.68753	5.00487	-2.09168	1.75103	-9.21862	5.07035	-4.94881	2.30062	-9.93896	2.9423	-9.44429	4.66696	-1.62262	1.24529	-2.49204	1.51578	-5.0389	6.4821	-4.40274	1.94982	-4.789345e+03	-3.466204e+06	-3.470993e+06
42	-5.08538	3.69683	-4.80404	4.82708	-2.09168	1.75103	-9.21862	5.07035	-4.94881	2.30062	-8.71659	2.9423	-9.44429	4.57087	-1.62262	1.24529	-2.49676	1.51578	-5.14808	6.46479	-4.40274	1.94982	-4.256841e+03	-3.319934e+06	-3.324191e+06
43	-5.08538	3.31664	-4.80404	4.82708	-2.01113	1.75103	-9.94151	5.07035	-4.94881	2.30062	-8.71659	2.0484	-9.72925	4.57087	-1.70346	1.24529	-2.49676	1.51578	-5.30624	6.46479	-4.26937	1.94982	-4.714283e+03	-3.246865e+06	-3.251580e+06
44	-5.08538	3.31664	-4.80404	4.82708	-1.78498	1.75103	-10.0435	4.95447	-4.94881	2.30062	-8.09462	2.0484	-10.5019	4.57087	-1.70346	1.24529	-2.49676	1.51578	-5.30624	6.45579	-4.05417	1.94982	-5.032805e+03	-3.156569e+06	-3.161602e+06
45	-5.08538	3.31664	-4.80404	4.69086	-1.78498	1.75103	-10.1688	4.80038	-4.94881	2.0933	-7.6929	2.0484	-10.6384	4.57087	-1.70346	1.24529	-2.47416	1.51578	-5.30624	6.35406	-3.3624	1.94982	-5.145943e+03	-2.950963e+06	-2.956109e+06
46	-5.08538	3.31664	-4.80404	4.50907	-1.78498	1.75103	-11.4553	4.80038	-4.94881	2.0933	-6.79128	2.0484	-10.6836	4.57087	-1.70346	1.24529	-2.47416	1.51578	-5.30624	6.14622	-3.3624	1.94982	-5.692358e+03	-2.684202e+06	-2.689895e+06
47	-5.08538	3.08058	-5.55695	4.1096	-1.71526	1.75103	-14.2578	4.80038	-3.93295	1.70804	-6.79128	2.0484	-10.6836	4.57087	-1.70346	1.24529	-2.47416	1.31089	-5.30624	6.14622	-3.3624	1.94982	-7.965702e+03	-2.425943e+06	-2.433909e+06
48	-5.08538	3.08058	-5.86903	3.8308	-1.71526	1.75103	-14.2578	4.49834	-3.93295	1.70804	-6.79128	2.0484	-10.6836	4.57087	-1.70346	1.24529	-2.47416	1.31089	-6.58665	6.14622	-3.3624	1.92305	-8.078260e+03	-2.154881e+06	-2.162960e+06
49	-5.08538	2.89419	-5.86903	3.64955	-1.68294	1.75103	-14.4887	4.49834	-3.93295	1.70804	-4.72433	1.59968	-10.7277	3.97293	-1.70346	1.24529	-2.47416	1.31089	-7.01025	6.08305	-3.3624	1.83911	-8.242762e+03	-1.873079e+06	-1.881322e+06
50	-5.08538	2.78869	-5.86903	3.16562	-1.68294	1.75103	-16.7737	4.49834	-1.71072	1.70804	-4.61473	1.59968	-11.6491	3.97293	-1.70346	1.24529	-2.47416	1.41779	-7.01025	6.06769	-2.88617	1.83911	-1.180121e+04	-1.721418e+06	-1.733219e+06
