iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
528	0.015205	1.259	-0.0301563	1.1638	0.143783	1.4356	-0.107703	1.11438	0.207081	1.2883	0.00735664	1.1353	-0.02083	1.15478	-0.100745	0.94369	-0.172249	1.0633	0.0662989	1.30212	0.017213	1.2669	5.296731e+00	1.636058e+02	1.689025e+02
529	0.015205	1.259	-0.0301563	1.1638	0.143783	1.4356	-0.107703	1.11438	0.207081	1.2883	0.00735664	1.1353	-0.02083	1.15478	-0.113084	0.94369	-0.172249	1.0633	0.0662989	1.30212	0.017213	1.2669	5.146047e+00	1.620149e+02	1.671610e+02
530	0.015205	1.259	-0.0301563	1.1638	0.152282	1.4356	-0.107703	1.11438	0.207081	1.2883	0.00735664	1.1353	-0.02083	1.15478	-0.0927798	0.94369	-0.172249	1.0633	0.0662989	1.29978	0.017213	1.2669	5.275458e+00	1.648358e+02	1.701113e+02
531	0.015205	1.259	-0.0301563	1.1638	0.152282	1.4356	-0.107703	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.94369	-0.152486	1.0633	0.0662989	1.29978	0.0299606	1.2669	5.654530e+00	1.638814e+02	1.695359e+02
532	0.015205	1.259	-0.0301563	1.1638	0.137886	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.94369	-0.152486	1.0633	0.0611449	1.30073	0.0299606	1.2669	6.011823e+00	1.620770e+02	1.680888e+02
533	0.015205	1.259	-0.0301563	1.1638	0.137886	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.94369	-0.152486	1.0633	0.0611449	1.30073	0.0299606	1.2669	6.011823e+00	1.620770e+02	1.680888e+02
534	0.015205	1.259	-0.0301563	1.1638	0.137886	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.94369	-0.162201	1.0633	0.0611449	1.30073	0.0299606	1.2669	5.844187e+00	1.624801e+02	1.683243e+02
535	0.015205	1.259	-0.045177	1.1638	0.137886	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.943787	-0.157442	1.0633	0.0611449	1.30073	0.0299606	1.2669	5.848824e+00	1.629476e+02	1.687965e+02
536	0.015205	1.259	-0.045177	1.1638	0.137886	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.943787	-0.157442	1.0633	0.0611449	1.30073	0.0281108	1.2669	5.851383e+00	1.629920e+02	1.688434e+02
537	0.015205	1.259	-0.0137305	1.1638	0.166285	1.4356	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.943787	-0.175743	1.0633	0.0611449	1.30073	0.0281108	1.2669	5.270392e+00	1.606474e+02	1.659178e+02
538	0.015205	1.259	-0.0137305	1.1638	0.166285	1.433	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.00478938	1.15478	-0.0927798	0.943787	-0.175743	1.0633	0.0611449	1.30073	0.0281108	1.2669	5.281784e+00	1.616473e+02	1.669290e+02
539	0.015205	1.259	-0.0137305	1.1638	0.166285	1.433	-0.0951609	1.11438	0.207081	1.2883	0.00164467	1.1353	-0.0285977	1.15478	-0.0927798	0.943787	-0.175743	1.0633	0.0580358	1.29783	0.0281108	1.2669	5.222558e+00	1.609145e+02	1.661370e+02
540	0.015205	1.259	-0.0137305	1.1638	0.166285	1.433	-0.0951609	1.11438	0.207081	1.2883	0.0284024	1.1353	-0.0285977	1.15478	-0.0927798	0.943787	-0.142842	1.0633	0.0580358	1.29783	0.0281108	1.2669	5.797154e+00	1.592104e+02	1.650075e+02
541	0.015205	1.259	-0.0637635	1.1667	0.172412	1.433	-0.0951609	1.11438	0.207081	1.2883	0.0284024	1.1353	-0.0285977	1.15478	-0.0927798	0.943787	-0.142842	1.0633	0.0580358	1.29783	0.0429126	1.2669	5.409514e+00	1.609059e+02	1.663154e+02
542	0.015205	1.259	-0.0630869	1.1667	0.172412	1.433	-0.0951609	1.11438	0.207081	1.2883	0.0284024	1.1353	-0.0285977	1.15478	-0.0870761	0.943787	-0.141248	1.0633	0.0580358	1.29783	0.0429126	1.2669	5.499875e+00	1.610364e+02	1.665362e+02
543	0.015205	1.259	-0.0460203	1.1667	0.172412	1.433	-0.116812	1.11438	0.207081	1.2883	-0.00900467	1.1353	-0.0285977	1.15478	-0.0870761	0.943787	-0.141248	1.0633	0.0936994	1.29783	0.0429126	1.2669	5.119601e+00	1.640294e+02	1.691490e+02
544	0.015205	1.259	-0.0305538	1.1667	0.163763	1.433	-0.116812	1.11438	0.207081	1.2883	-0.00900467	1.1353	-0.0285977	1.15478	-0.0911249	0.943787	-0.16599	1.0633	0.0936994	1.29783	0.0429126	1.2669	4.874633e+00	1.638304e+02	1.687050e+02
545	0.015205	1.259	-0.0468652	1.1667	0.163763	1.433	-0.116812	1.11438	0.207081	1.2883	0.00193461	1.1353	-0.0285977	1.15478	-0.0911249	0.943787	-0.16599	1.0633	0.0936994	1.29783	0.00829728	1.2669	4.843191e+00	1.663795e+02	1.712227e+02
546	0.015205	1.259	-0.0468652	1.1667	0.163763	1.433	-0.116812	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0911249	0.943787	-0.16599	1.0633	0.0936994	1.29424	-0.00204648	1.2669	4.839048e+00	1.656194e+02	1.704585e+02
547	0.015205	1.259	-0.0686672	1.1667	0.163763	1.433	-0.116812	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0911249	0.943787	-0.16599	1.0633	0.0638277	1.29424	-0.00204648	1.2669	4.869816e+00	1.621767e+02	1.670465e+02
548	0.015205	1.259	-0.0686672	1.1667	0.163763	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0911249	0.943787	-0.16599	1.0633	0.0985622	1.29424	-0.00371208	1.2669	4.652159e+00	1.659959e+02	1.706481e+02
549	0.015205	1.259	-0.0686672	1.1667	0.164888	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0502213	0.943787	-0.16599	1.0633	0.0985622	1.29466	-0.00371208	1.2669	4.986278e+00	1.647132e+02	1.696995e+02
550	0.015205	1.259	-0.0686672	1.1667	0.164888	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.116226	0.943787	-0.16599	1.0633	0.0985622	1.29466	-0.00371208	1.2669	4.336598e+00	1.632247e+02	1.675613e+02
551	0.015205	1.259	-0.048308	1.1667	0.164888	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.112713	0.943787	-0.16599	1.0633	0.0985622	1.30114	-0.00371208	1.2669	4.525883e+00	1.608728e+02	1.653987e+02
552	0.015205	1.259	-0.0657823	1.1667	0.164888	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.112713	0.943787	-0.16599	1.0633	0.0605662	1.30114	-0.00371208	1.2669	4.644170e+00	1.623060e+02	1.669501e+02
553	0.015205	1.259	-0.0657823	1.1667	0.164888	1.433	-0.115703	1.11289	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0879988	0.943787	-0.16599	1.0633	0.0605662	1.30114	-0.00371208	1.2669	4.929776e+00	1.647264e+02	1.696562e+02
554	0.015205	1.259	-0.0458549	1.1667	0.164888	1.433	-0.115703	1.11579	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0879988	0.943787	-0.172991	1.0633	0.0605662	1.30114	-0.00371208	1.2669	4.952487e+00	1.633882e+02	1.683407e+02
555	0.015205	1.259	-0.0458549	1.1667	0.157886	1.433	-0.115703	1.11579	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0879988	0.943787	-0.172991	1.0633	0.0605662	1.30114	-0.00371208	1.2669	5.054847e+00	1.632734e+02	1.683282e+02
556	0.015205	1.259	-0.0458549	1.1667	0.157886	1.433	-0.115703	1.11579	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.0879988	0.943787	-0.172991	1.0633	0.0605662	1.30114	-0.00371208	1.2669	5.054847e+00	1.632734e+02	1.683282e+02
557	0.015205	1.259	-0.0458549	1.1667	0.157886	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.107315	0.943787	-0.185148	1.0633	0.0605662	1.30114	-0.00371208	1.2669	4.824932e+00	1.617864e+02	1.666113e+02
558	0.015205	1.259	-0.0405739	1.1667	0.15655	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0285977	1.15478	-0.107763	0.943787	-0.197942	1.0633	0.0605662	1.30114	-0.00371208	1.2669	4.604751e+00	1.598859e+02	1.644906e+02
559	0.015205	1.259	-0.0405739	1.1667	0.15655	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.107763	0.943787	-0.197942	1.0633	0.0816599	1.30114	-0.00371208	1.2669	4.513685e+00	1.602273e+02	1.647410e+02
560	0.015205	1.259	-0.0401744	1.1667	0.157187	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.107763	0.943787	-0.180909	1.0633	0.0816599	1.30114	0.00273415	1.2669	4.865536e+00	1.625886e+02	1.674542e+02
561	0.015205	1.259	-0.0401744	1.1667	0.157187	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.107763	0.943787	-0.162727	1.0633	0.0816599	1.30114	0.00273415	1.2669	5.205591e+00	1.629923e+02	1.681979e+02
562	0.015205	1.259	-0.0401744	1.1667	0.157187	1.43343	-0.0954904	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.107763	0.943787	-0.166869	1.0633	0.0816599	1.30114	0.00916288	1.2669	5.136976e+00	1.635272e+02	1.686642e+02
563	0.015205	1.259	-0.0516971	1.1667	0.157187	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.107763	0.943787	-0.166869	1.0633	0.0816599	1.30114	0.00916288	1.2669	5.143132e+00	1.639573e+02	1.691004e+02
564	0.015205	1.259	-0.0516971	1.1667	0.159211	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.0609124	0.943787	-0.190648	1.0633	0.0816599	1.30114	0.00916288	1.2669	5.119316e+00	1.640319e+02	1.691512e+02
565	0.015205	1.259	-0.0516971	1.1667	0.159211	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13613	-0.0219621	1.15478	-0.0609124	0.943787	-0.190648	1.0633	0.0816599	1.30114	0.0172861	1.2669	5.120925e+00	1.644023e+02	1.695232e+02
566	0.015205	1.259	-0.0516971	1.16736	0.167086	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.190648	1.0633	0.0816599	1.30114	0.0259121	1.2669	4.909495e+00	1.644227e+02	1.693322e+02
567	0.015205	1.259	-0.0516971	1.16736	0.149822	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.141716	1.0633	0.0816599	1.30114	0.0142348	1.2669	6.050066e+00	1.637717e+02	1.698218e+02
568	0.015205	1.259	-0.0516971	1.16736	0.149822	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.161548	1.0633	0.0816599	1.30114	0.039706	1.2669	5.689222e+00	1.647137e+02	1.704030e+02
569	0.015205	1.259	-0.0516971	1.16736	0.149822	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.161548	1.0633	0.0816599	1.30114	0.039706	1.2669	5.689222e+00	1.647137e+02	1.704030e+02
570	0.015205	1.259	-0.0516971	1.16736	0.149822	1.43343	-0.0883389	1.11084	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.191423	1.0633	0.0816599	1.30114	0.039706	1.2669	5.116545e+00	1.634370e+02	1.685535e+02
571	0.015205	1.259	-0.0633902	1.16736	0.153017	1.43343	-0.0891253	1.10828	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0700093	0.943787	-0.191423	1.0633	0.0816599	1.30114	0.039706	1.2669	4.970232e+00	1.643115e+02	1.692818e+02
572	0.015205	1.259	-0.067948	1.16736	0.153017	1.43343	-0.0891253	1.10828	0.207081	1.2883	0.0109915	1.13055	-0.0219621	1.15478	-0.0530863	0.943787	-0.191423	1.0633	0.0816599	1.29329	0.039706	1.2669	5.070758e+00	1.625594e+02	1.676301e+02
573	0.015205	1.259	-0.067948	1.16736	0.146436	1.43343	-0.0891253	1.10828	0.207081	1.2883	0.0109915	1.13055	-0.012213	1.15478	-0.0530863	0.943787	-0.178132	1.0633	0.0816599	1.29329	0.0419378	1.2669	5.450859e+00	1.629758e+02	1.684267e+02
574	0.015205	1.259	-0.067948	1.16736	0.146436	1.43343	-0.0891253	1.10828	0.207081	1.2883	0.0311358	1.13055	-0.012213	1.15478	-0.0530863	0.943787	-0.178132	1.0633	0.0816599	1.29329	0.0419378	1.2669	5.439057e+00	1.640798e+02	1.695188e+02
575	0.015205	1.259	-0.0859648	1.16736	0.146436	1.43343	-0.0891253	1.10828	0.223821	1.2883	0.0311358	1.13556	-0.012213	1.15478	-0.0943204	0.943787	-0.154784	1.0633	0.102813	1.29329	0.0592977	1.2669	4.786690e+00	1.634040e+02	1.681907e+02
576	0.015205	1.259	-0.0859648	1.16736	0.146436	1.43343	-0.0891253	1.10828	0.223821	1.2883	0.0311358	1.13556	-0.012213	1.15478	-0.0943204	0.943787	-0.174072	1.0633	0.0792117	1.29354	-0.00817591	1.2669	4.688808e+00	1.621754e+02	1.668642e+02
577	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.223821	1.2883	0.0311358	1.13556	-0.012213	1.15478	-0.0943204	0.943787	-0.159962	1.0633	0.0792117	1.29354	-0.00817591	1.2669	4.909725e+00	1.623728e+02	1.672825e+02
578	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.223821	1.2883	0.0311358	1.13556	-0.012213	1.15478	-0.0943204	0.943787	-0.159962	1.0633	0.0792117	1.29354	-0.00817591	1.2669	4.909725e+00	1.623728e+02	1.672825e+02
579	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.223821	1.2883	0.0311358	1.13556	-0.012213	1.15478	-0.0984171	0.943787	-0.159962	1.0633	0.136311	1.29354	-0.00817591	1.2669	4.335525e+00	1.628160e+02	1.671516e+02
580	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.012213	1.15438	-0.0984171	0.943787	-0.159962	1.0633	0.107267	1.29354	-0.00817591	1.2669	4.375175e+00	1.645534e+02	1.689285e+02
581	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.012213	1.15438	-0.0846942	0.946186	-0.159962	1.0633	0.107267	1.29354	0.0456611	1.2669	4.521464e+00	1.662984e+02	1.708198e+02
582	0.015205	1.259	-0.0859648	1.16736	0.149165	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.012213	1.15438	-0.0846942	0.946186	-0.198421	1.0633	0.107267	1.29354	0.0456611	1.2669	3.773833e+00	1.641968e+02	1.679706e+02
583	0.015205	1.259	-0.0859648	1.16736	0.145253	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.012213	1.15438	-0.0846942	0.946186	-0.165509	1.0633	0.107267	1.29354	0.0484865	1.2669	4.465407e+00	1.658335e+02	1.702989e+02
584	-0.017056	1.259	-0.0859648	1.16736	0.145253	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0360534	1.15438	-0.0846942	0.946186	-0.160812	1.0633	0.109164	1.29354	0.0484865	1.2669	4.041021e+00	1.650336e+02	1.690747e+02
585	-0.017056	1.259	-0.0859648	1.16736	0.145253	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0360534	1.15438	-0.087603	0.946186	-0.160812	1.0633	0.109164	1.29354	0.0484865	1.2669	4.020923e+00	1.650841e+02	1.691050e+02
586	-0.017056	1.259	-0.0872243	1.16736	0.16379	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0360534	1.15438	-0.087603	0.946186	-0.160812	1.0633	0.109164	1.29354	0.0484865	1.2669	3.694101e+00	1.656500e+02	1.693441e+02
587	-0.017056	1.259	-0.0872243	1.16736	0.16379	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0215363	1.15438	-0.0805208	0.946186	-0.160812	1.0633	0.109164	1.29354	0.0484865	1.2669	3.758597e+00	1.662149e+02	1.699734e+02
588	-0.017056	1.259	-0.0578504	1.16736	0.167883	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0215363	1.15438	-0.0989153	0.946186	-0.148997	1.0633	0.109164	1.29354	0.0484865	1.2669	3.875930e+00	1.666394e+02	1.705153e+02
589	-0.017056	1.259	-0.0578504	1.16736	0.167883	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0215363	1.15438	-0.0989153	0.946186	-0.148997	1.0633	0.109164	1.29354	0.0484865	1.2669	3.875930e+00	1.666394e+02	1.705153e+02
590	-0.017056	1.259	-0.0578504	1.16537	0.167883	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0215363	1.15438	-0.0989153	0.946186	-0.135323	1.05706	0.109164	1.29354	0.0397929	1.2669	4.064554e+00	1.662245e+02	1.702890e+02
591	-0.017056	1.259	-0.0578504	1.16537	0.156881	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0215363	1.15474	-0.0989153	0.946186	-0.135323	1.05706	0.109164	1.29354	0.0296317	1.2669	4.315517e+00	1.667010e+02	1.710165e+02
592	-0.017056	1.259	-0.0578504	1.16537	0.156881	1.43343	-0.0891253	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0128746	1.15474	-0.0989153	0.946186	-0.135323	1.05706	0.116532	1.29354	0.0296317	1.2669	4.219930e+00	1.665747e+02	1.707946e+02
593	-0.017056	1.259	-0.0578504	1.16537	0.156881	1.43343	-0.102011	1.10828	0.236333	1.2883	0.0311358	1.13556	-0.0128746	1.15474	-0.0989153	0.946186	-0.151902	1.05706	0.116532	1.29354	0.0296317	1.26763	3.908790e+00	1.654258e+02	1.693346e+02
