Results of Experiment 1

Time	x1	x2	x3
140	141	3.14159	10059.5
141	142	3.14159	10202.9
142	143	3.14159	10345.8
143	144	3.14159	10489.2
144	145	3.14159	10633.9
145	146	3.14159	10779.4
146	147	3.14159	10925.8
147	148	3.14159	11074.2
148	149	3.14159	11222.6
149	150	3.14159	11374.2
150	151	3.14159	11525.8

