iter	A(1)	B(1)	LnPrior	LnData	LnPosterior
32	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
33	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
34	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
35	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
36	-7.02961	2.54477	-6.702056e+00	-4.175289e+04	-4.175959e+04
37	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
38	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
39	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
40	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
41	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
42	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
43	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
44	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
45	-7.02961	2.51306	-6.701571e+00	-3.996272e+04	-3.996942e+04
46	-7.02961	2.23261	-6.697721e+00	-3.087095e+04	-3.087765e+04
47	-7.02961	2.1322	-6.696534e+00	-3.056047e+04	-3.056716e+04
48	-7.02961	2.1322	-6.696534e+00	-3.056047e+04	-3.056716e+04
49	-7.02961	2.1322	-6.696534e+00	-3.056047e+04	-3.056716e+04
50	-7.02961	2.1322	-6.696534e+00	-3.056047e+04	-3.056716e+04
51	-7.02961	2.1322	-6.696534e+00	-3.056047e+04	-3.056716e+04
52	-4.89359	2.1322	-6.569193e+00	-2.047513e+04	-2.048170e+04
53	-4.89359	1.99869	-6.567770e+00	-1.619319e+04	-1.619976e+04
54	-4.33538	1.75365	-6.539865e+00	-1.150075e+04	-1.150729e+04
55	-3.77138	1.75365	-6.517004e+00	-8.876298e+03	-8.882815e+03
56	-3.77138	1.75365	-6.517004e+00	-8.876298e+03	-8.882815e+03
57	-3.77138	1.75365	-6.517004e+00	-8.876298e+03	-8.882815e+03
58	-2.29809	1.41738	-6.470324e+00	-3.490730e+03	-3.497201e+03
59	-2.29809	1.41738	-6.470324e+00	-3.490730e+03	-3.497201e+03
60	-2.11062	1.45161	-6.466341e+00	-2.624210e+03	-2.630677e+03
61	-0.979288	1.45161	-6.448862e+00	-2.328627e+03	-2.335076e+03
62	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
63	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
64	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
65	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
66	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
67	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
68	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
69	-1.63109	1.45161	-6.457369e+00	-1.811287e+03	-1.817744e+03
70	-1.63109	1.42788	-6.457265e+00	-1.633566e+03	-1.640023e+03
71	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
72	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
73	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
74	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
75	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
76	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
77	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
78	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
79	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
80	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
81	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
82	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
83	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
84	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
85	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
86	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
87	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
88	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
89	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
90	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
91	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
92	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
93	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
94	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
95	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
96	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
97	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
98	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
99	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
100	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
101	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
102	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
103	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
104	-1.63109	1.3842	-6.457088e+00	-1.533111e+03	-1.539568e+03
105	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
106	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
107	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
108	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
109	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
110	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
111	-1.63109	1.38732	-6.457100e+00	-1.530536e+03	-1.536993e+03
112	-0.724718	1.38732	-6.446423e+00	-1.475699e+03	-1.482145e+03
113	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
114	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
115	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
116	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
117	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
118	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
119	-1.20147	1.38732	-6.451015e+00	-1.053935e+03	-1.060386e+03
120	-1.20147	1.38195	-6.450994e+00	-1.008482e+03	-1.014933e+03
121	-1.20147	1.38195	-6.450994e+00	-1.008482e+03	-1.014933e+03
122	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
123	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
124	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
125	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
126	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
127	-1.20147	1.335	-6.450826e+00	-8.006823e+02	-8.071331e+02
128	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
129	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
130	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
131	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
132	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
133	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
134	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
135	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
136	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
137	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
138	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
139	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
140	-1.08174	1.335	-6.449459e+00	-6.747316e+02	-6.811810e+02
141	-0.886173	1.335	-6.447535e+00	-6.046511e+02	-6.110986e+02
142	-0.886173	1.26042	-6.447313e+00	-4.551538e+02	-4.616011e+02
143	-0.886173	1.26042	-6.447313e+00	-4.551538e+02	-4.616011e+02
144	-0.886173	1.28751	-6.447387e+00	-4.103968e+02	-4.168442e+02
145	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
146	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
147	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
148	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
149	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
150	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
151	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
152	-0.616197	1.26315	-6.445292e+00	-1.985524e+02	-2.049977e+02
153	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
154	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
155	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
156	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
157	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
158	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
159	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
160	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
161	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
162	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
163	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
164	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
165	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
166	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
167	-0.616197	1.24697	-6.445251e+00	-1.762779e+02	-1.827231e+02
168	-0.556044	1.24394	-6.444891e+00	-1.398250e+02	-1.462699e+02
169	-0.556044	1.24394	-6.444891e+00	-1.398250e+02	-1.462699e+02
170	-0.556044	1.24394	-6.444891e+00	-1.398250e+02	-1.462699e+02
171	-0.365628	1.24394	-6.444013e+00	-1.284057e+02	-1.348498e+02
172	-0.365628	1.24394	-6.444013e+00	-1.284057e+02	-1.348498e+02
173	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
174	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
175	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
176	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
177	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
178	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
179	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
180	-0.365628	1.23059	-6.443982e+00	-7.304475e+01	-7.948873e+01
181	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
182	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
183	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
184	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
185	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
186	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
187	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
188	-0.365628	1.21229	-6.443941e+00	-4.173315e+01	-4.817710e+01
189	-0.251217	1.18757	-6.443539e+00	-9.302865e+00	-1.574640e+01
190	-0.251217	1.18757	-6.443539e+00	-9.302865e+00	-1.574640e+01
191	-0.251217	1.18757	-6.443539e+00	-9.302865e+00	-1.574640e+01
192	-0.16784	1.18757	-6.443364e+00	6.884637e+00	4.412730e-01
193	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
194	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
195	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
196	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
197	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
198	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
199	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
200	-0.16784	1.18575	-6.443361e+00	8.176498e+00	1.733137e+00
