iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
60	-13.8487	2.83977	-9.51223	1.1687	-15.2953	3.71131	-9.73559	2.86694	-5.79361	2.37601	-5.16907	1.79132	-13.0027	3.08408	-16.2892	3.2781	-16.997	4.35126	-12.3466	3.78476	-13.8082	3.26578	-9.936492e+03	-1.227332e+06	-1.237268e+06
61	-13.7905	2.83977	-8.90983	1.1687	-15.2953	3.71131	-9.73559	2.84777	-5.79361	2.37601	-4.58894	1.79132	-13.0027	3.08408	-15.8501	3.2781	-16.997	4.32879	-12.3466	3.6353	-13.8082	3.26578	-1.050733e+04	-1.171884e+06	-1.182391e+06
62	-13.0356	2.83977	-8.61218	1.1687	-15.2953	3.71131	-8.27077	2.84777	-5.40109	2.37601	-4.58894	1.79132	-12.9715	3.08408	-15.8501	3.2781	-16.997	4.32879	-12.3466	2.8297	-13.8082	3.26578	-1.016542e+04	-1.138198e+06	-1.148364e+06
63	-13.0356	2.83977	-8.61218	1.1687	-15.2953	3.71131	-8.2868	1.8772	-5.40109	2.37601	-4.58894	1.79132	-12.9715	3.08408	-15.6675	3.06682	-16.997	4.14454	-12.1449	2.8297	-13.8005	3.26578	-1.012678e+04	-1.096457e+06	-1.106583e+06
64	-12.5313	2.83977	-8.61218	1.1687	-15.1877	3.71131	-7.70215	1.8772	-5.40109	2.37601	-3.4689	1.79132	-12.9715	3.08408	-15.6675	3.15463	-16.997	4.14454	-11.2967	2.8297	-13.8005	3.26578	-1.067498e+04	-1.064071e+06	-1.074746e+06
65	-12.1175	2.83977	-8.61218	1.1687	-15.1459	3.71131	-7.70215	2.24166	-5.40109	2.37601	-3.4689	1.79132	-12.9362	3.08408	-15.6675	3.15463	-16.997	4.14454	-10.8504	2.8297	-13.8005	3.26578	-1.019635e+04	-1.048273e+06	-1.058469e+06
66	-12.1175	2.83977	-8.61218	1.1687	-14.9615	3.71131	-7.42553	2.24166	-5.40109	2.37601	-3.4689	1.79132	-12.5281	3.08408	-15.517	3.15463	-15.3403	4.14454	-10.8504	2.8297	-13.8005	3.26578	-9.519596e+03	-1.030166e+06	-1.039685e+06
67	-12.1175	2.83977	-8.38251	1.1687	-14.9615	3.71131	-7.42553	2.24166	-5.40109	2.37601	-3.4689	1.79132	-12.5281	3.08408	-15.517	3.15463	-15.3403	4.1199	-10.7434	2.8297	-13.8005	3.26578	-9.616079e+03	-1.016715e+06	-1.026331e+06
68	-11.5204	2.83977	-8.09494	1.1687	-14.8185	3.71131	-7.42553	2.24166	-5.40109	2.37601	-3.4689	1.51102	-11.4684	2.99164	-15.517	3.15463	-15.3403	4.1199	-10.0137	2.8297	-13.7821	3.2112	-9.063999e+03	-9.794678e+05	-9.885318e+05
69	-11.1765	2.83977	-7.59703	1.1687	-14.7179	3.65592	-7.42553	2.24166	-5.40109	2.37601	-3.09835	1.51198	-10.8107	2.99164	-15.517	3.15463	-15.3403	3.94513	-9.70879	2.8297	-13.7821	3.2112	-9.241736e+03	-9.272572e+05	-9.364989e+05
70	-10.3313	2.67952	-7.0499	1.1687	-14.7179	3.65592	-7.42553	2.24166	-5.40109	2.16283	-2.5754	1.51198	-9.98346	2.99164	-15.326	3.15463	-15.3403	3.55312	-9.70879	2.56697	-13.7818	3.2112	-9.334995e+03	-8.625483e+05	-8.718833e+05
71	-10.3313	2.67952	-5.27571	1.1687	-14.7179	3.65592	-7.42553	2.24166	-5.40109	2.16283	-2.5754	1.51198	-9.98346	2.94858	-14.359	3.15463	-15.3403	3.55312	-7.50248	2.56697	-13.7681	3.2112	-1.001407e+04	-7.735554e+05	-7.835694e+05
72	-9.28076	2.67952	-5.15422	1.1687	-14.4408	3.65592	-5.5674	2.13648	-5.40109	2.13101	-2.5754	1.51198	-9.98346	2.94858	-14.2994	2.7998	-15.3403	3.54041	-7.50248	2.56697	-13.7681	3.22064	-1.022295e+04	-7.536468e+05	-7.638697e+05
73	-9.28076	2.67952	-3.21278	1.1687	-14.4408	3.65592	-5.5674	1.70898	-5.40109	2.13101	-2.5754	1.51198	-8.83663	2.6599	-14.2994	2.7998	-14.6121	3.54041	-5.52333	2.56697	-13.7467	3.22064	-1.132839e+04	-6.865944e+05	-6.979228e+05
74	-9.28076	2.67952	-2.47175	1.1687	-14.4408	3.65592	-5.5674	1.70898	-5.0667	2.04548	-2.25969	1.51198	-8.54957	2.30338	-13.7477	2.86688	-14.6121	3.54041	-5.52333	2.56697	-13.7467	3.22064	-1.191600e+04	-6.550039e+05	-6.669199e+05
75	-9.28076	2.67952	-2.47175	1.1687	-14.4408	3.65592	-5.5674	1.70898	-3.47819	2.04548	-2.18124	1.51198	-8.54957	2.33307	-13.7477	2.86688	-13.9919	3.54041	-5.52333	2.16296	-13.7173	3.22064	-1.244537e+04	-6.277125e+05	-6.401579e+05
76	-9.28076	2.39065	-1.35505	1.1687	-14.4408	3.60359	-4.58355	1.70898	-3.47819	1.94623	-2.18124	1.51198	-8.54957	2.33307	-13.6568	2.86688	-13.9919	3.54041	-5.52333	2.16296	-13.4855	3.22064	-1.353259e+04	-6.009378e+05	-6.144704e+05
77	-9.28076	2.39065	-0.297126	1.1687	-14.4408	3.60359	-2.13864	1.61123	-3.47819	1.94623	-2.18124	1.51198	-8.54957	2.33307	-12.7831	2.86688	-13.9437	3.54041	-5.52333	2.16296	-13.4731	3.22064	-1.550423e+04	-5.765920e+05	-5.920962e+05
78	-8.91741	2.39065	-0.297126	1.1687	-14.4243	3.60359	-2.74058	1.50089	-3.47819	1.71558	-2.18124	1.51198	-8.54957	2.33307	-12.1187	2.86688	-13.2866	3.28037	-3.32191	2.16296	-13.4042	3.21393	-1.500347e+04	-5.413002e+05	-5.563037e+05
79	-8.91741	2.39065	-0.297126	1.1687	-14.4243	3.49607	-2.74058	1.49607	-1.66972	1.71558	-2.04054	1.51198	-8.54957	2.33307	-11.9382	2.86688	-13.1075	3.12248	-3.6303	1.9019	-13.4042	3.21393	-1.594195e+04	-5.155846e+05	-5.315265e+05
80	-7.8571	2.39065	-0.297126	1.1687	-14.4198	3.49607	-2.74058	1.49607	-1.66972	1.50775	-2.04054	1.51198	-7.26007	2.20842	-11.9382	2.86688	-13.1075	3.12248	-3.28728	1.9019	-13.348	3.21393	-1.477718e+04	-4.992660e+05	-5.140432e+05
81	-7.11386	2.39065	-0.297126	1.1687	-14.2723	3.49607	-2.74058	1.49607	-1.66972	1.58989	-2.04054	1.51198	-7.02974	2.17192	-11.9382	2.86688	-13.1075	2.87335	-3.28728	1.9019	-13.2876	3.17264	-1.427336e+04	-4.899442e+05	-5.042176e+05
82	-7.11386	2.39065	-0.297126	1.1687	-14.2723	3.49607	-2.74058	1.49607	-1.66972	1.58989	-2.04054	1.51198	-7.02974	2.17192	-11.9382	2.86688	-12.442	2.87335	-3.28728	1.9019	-13.2876	3.17264	-1.389662e+04	-4.795264e+05	-4.934230e+05
83	-7.11386	2.39065	-0.190201	1.1687	-13.7329	3.49607	-2.74058	1.49607	-1.66972	1.58989	-2.04054	1.51198	-7.02974	2.17192	-11.9382	2.86688	-12.442	2.87335	-3.28728	1.9019	-13.2876	3.17264	-1.359849e+04	-4.703018e+05	-4.839003e+05
84	-7.11386	2.35061	-0.190201	1.1687	-13.7329	3.49607	-2.74058	1.49607	-1.66972	1.58989	-2.04054	1.51198	-7.02974	2.17192	-10.8541	2.86688	-11.9297	2.62326	-3.28728	1.9019	-13.2782	3.17264	-1.286468e+04	-4.551970e+05	-4.680617e+05
85	-7.11386	2.35061	-0.190201	1.1687	-13.6987	3.49607	-2.74058	1.49607	-1.31595	1.58989	-2.04054	1.51198	-6.24461	2.17192	-10.8432	2.38107	-11.9297	2.82946	-3.28728	1.81189	-13.1726	3.17264	-1.300952e+04	-4.349026e+05	-4.479121e+05
86	-6.50542	2.06108	-0.190201	1.1687	-13.6987	3.49607	-2.19818	1.49607	-1.31595	1.58989	-2.04054	1.51198	-6.24461	2.07509	-10.8432	2.38107	-11.9297	2.82946	-3.17863	1.81189	-13.1726	3.17264	-1.310048e+04	-4.323016e+05	-4.454021e+05
87	-6.50542	2.06108	-0.190201	1.1687	-13.6987	3.49607	-2.19818	1.32845	-1.31595	1.58989	-2.04054	1.44041	-5.19052	1.95687	-10.8432	2.45537	-11.9297	2.82946	-3.17863	1.81189	-12.7913	3.11818	-1.293962e+04	-4.174119e+05	-4.303515e+05
88	-6.50542	2.06108	-0.190201	1.1687	-13.6987	3.49607	-2.19818	1.32845	-1.31595	1.58989	-1.81856	1.44041	-5.19052	1.95687	-10.8432	2.45537	-11.9297	2.75781	-3.17863	1.81189	-12.7913	3.11818	-1.303988e+04	-4.164689e+05	-4.295088e+05
89	-6.50542	2.06108	-0.190201	1.1687	-13.6987	3.32895	-2.19818	1.32845	-1.31595	1.55991	-1.55759	1.44041	-5.19052	1.95687	-10.8432	2.45537	-11.9297	2.75781	-3.17863	1.81189	-12.5846	3.11818	-1.303254e+04	-4.128287e+05	-4.258613e+05
90	-6.50542	2.07701	-0.190201	1.1687	-13.6987	3.32895	-1.73229	1.32845	-1.31595	1.55991	-1.55759	1.44041	-5.09164	1.95687	-10.665	2.45537	-11.4335	2.75781	-3.17863	1.81189	-12.5846	3.11818	-1.292492e+04	-4.016706e+05	-4.145955e+05
