iter	A(1)	B(1)	A(1.1)	B(1.1)	A(1.2)	B(1.2)	A(1.3)	B(1.3)	A(1.4)	B(1.4)	A(1.5)	B(1.5)	A(1.6)	B(1.6)	A(1.7)	B(1.7)	A(1.8)	B(1.8)	A(1.9)	B(1.9)	A(1.10)	B(1.10)	LnPrior	LnData	LnPosterior
91	-6.50542	2.07701	-0.248724	1.1687	-13.6987	3.32895	-1.73229	1.32845	-1.31595	1.55991	-1.55759	1.41532	-4.42221	1.88947	-10.665	2.45537	-11.2934	2.75781	-3.17863	1.81189	-12.5803	3.11818	-1.293518e+04	-3.961020e+05	-4.090372e+05
92	-5.96257	2.07701	-0.248724	1.1687	-13.6909	3.32895	-1.73229	1.32845	-1.31595	1.55991	-1.55759	1.41532	-4.42221	1.88947	-9.58748	2.21544	-10.862	2.46603	-3.17863	1.81189	-12.5803	3.06166	-1.216352e+04	-3.771954e+05	-3.893589e+05
93	-5.96257	2.07701	-0.248724	1.1687	-13.6909	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.55759	1.41532	-3.94235	1.70087	-9.10965	2.21544	-10.7567	2.62381	-2.0232	1.81189	-12.5803	3.06166	-1.243005e+04	-3.640301e+05	-3.764602e+05
94	-5.96257	2.07701	-0.214405	1.1687	-13.5876	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.49648	1.41509	-3.70467	1.70087	-9.10965	2.21544	-10.7567	2.62381	-2.0232	1.81189	-12.5803	3.06166	-1.244839e+04	-3.609823e+05	-3.734307e+05
95	-5.96257	2.07701	-0.214405	1.1687	-13.5876	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.49648	1.41509	-3.3343	1.70087	-8.34206	2.21544	-10.7567	2.62381	-2.71183	1.81189	-12.5803	3.06166	-1.207920e+04	-3.516512e+05	-3.637305e+05
96	-5.80313	2.07701	-0.214405	1.1687	-13.5876	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.49648	1.41509	-3.18617	1.66704	-8.34206	2.21544	-10.3592	2.62381	-2.71183	1.81189	-12.4586	3.06166	-1.180245e+04	-3.444764e+05	-3.562788e+05
97	-5.80313	2.07701	-0.214405	1.1687	-13.5876	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.49648	1.41509	-3.18617	1.60354	-8.34206	2.21544	-10.002	2.62381	-2.71183	1.75323	-12.4586	3.06166	-1.164725e+04	-3.399472e+05	-3.515945e+05
98	-5.80313	1.98666	-0.214405	1.1687	-13.5876	3.37464	-1.73229	1.32845	-1.31595	1.49602	-1.49648	1.41509	-3.18617	1.60354	-8.34045	2.21544	-10.002	2.48922	-2.71183	1.75323	-12.4586	3.06166	-1.164430e+04	-3.381286e+05	-3.497729e+05
99	-5.80313	1.97333	-0.214405	1.1687	-13.5876	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.49648	1.41509	-2.03701	1.45897	-8.34045	2.21544	-9.10212	2.43703	-2.48608	1.75323	-12.4586	3.06166	-1.185767e+04	-3.235496e+05	-3.354073e+05
100	-5.75208	1.97333	-0.210621	1.1687	-13.5876	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.49648	1.41509	-2.03701	1.45897	-8.07167	2.21544	-9.10212	2.43134	-2.48608	1.75323	-12.4586	3.06166	-1.176686e+04	-3.213725e+05	-3.331393e+05
101	-5.75208	1.97333	-0.210621	1.1687	-13.5876	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.47907	1.41509	-2.03701	1.45897	-7.58049	2.05286	-8.35813	2.43134	-2.48608	1.75323	-12.0914	3.06166	-1.121070e+04	-3.043722e+05	-3.155829e+05
102	-5.75208	1.83949	-0.210621	1.1687	-13.1891	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.47907	1.36562	-1.82988	1.45897	-6.81758	2.05286	-8.10586	2.08872	-2.48608	1.75323	-11.7372	2.98866	-1.059064e+04	-2.815371e+05	-2.921278e+05
103	-5.75208	1.81888	-0.210621	1.1687	-12.449	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.47907	1.36562	-1.82988	1.45897	-6.81758	2.05286	-7.99295	2.08872	-2.48608	1.74687	-11.5217	2.98866	-9.915433e+03	-2.665298e+05	-2.764452e+05
104	-4.91389	1.81888	-0.210621	1.1687	-12.449	3.37464	-1.54142	1.32845	-1.24711	1.49602	-1.44029	1.36562	-1.82988	1.45897	-6.81758	2.05286	-6.96323	2.08872	-2.48608	1.66507	-11.5217	2.98866	-9.182646e+03	-2.560563e+05	-2.652389e+05
105	-4.91389	1.78933	-0.210621	1.1687	-11.6776	3.30895	-1.54142	1.31952	-1.24711	1.49602	-1.44029	1.36562	-1.82988	1.45897	-6.81758	2.05286	-6.29781	1.82009	-2.48608	1.66507	-11.5217	2.98866	-8.514060e+03	-2.407868e+05	-2.493009e+05
106	-4.14779	1.78933	-0.210621	1.1687	-11.6776	3.30895	-1.54142	1.31952	-1.24711	1.49602	-1.24591	1.34738	-1.82988	1.45897	-4.67218	2.00165	-5.81155	1.82009	-2.48608	1.66507	-11.5217	2.98866	-8.114816e+03	-2.314746e+05	-2.395894e+05
107	-4.14779	1.78933	-0.210621	1.1687	-11.5944	3.2644	-1.54142	1.31952	-1.24711	1.49602	-1.24591	1.34738	-1.82988	1.45897	-4.67218	1.64023	-5.81155	1.86186	-2.48608	1.66507	-11.1955	2.95974	-7.814528e+03	-2.124360e+05	-2.202506e+05
108	-4.14779	1.78933	-0.210621	1.1687	-11.5944	3.2644	-1.0423	1.31952	-1.14354	1.49602	-1.23479	1.34738	-1.82988	1.45897	-4.67218	1.64023	-5.64234	1.86186	-2.48608	1.66507	-11.1462	2.95974	-7.929601e+03	-2.101698e+05	-2.180994e+05
109	-4.14779	1.79696	-0.210621	1.1687	-11.5944	3.10954	-1.0423	1.31952	-1.14354	1.49602	-1.23479	1.34738	-1.74665	1.40375	-4.34077	1.64023	-5.64234	1.86186	-2.48608	1.66507	-11.1462	2.91937	-7.931276e+03	-2.061684e+05	-2.140997e+05
110	-4.14779	1.71442	-0.210621	1.1687	-11.4622	3.10954	-1.0423	1.21804	-0.834554	1.49379	-1.23479	1.34738	-1.74665	1.40375	-3.95882	1.64023	-5.64234	1.86186	-2.48608	1.66507	-10.9559	2.91937	-7.801690e+03	-2.002524e+05	-2.080541e+05
111	-4.14779	1.71442	-0.210621	1.1687	-11.4622	3.10954	-1.0423	1.21804	-0.834554	1.40717	-1.23479	1.34738	-1.33799	1.40375	-3.95882	1.64023	-5.64234	1.86186	-2.48608	1.66507	-10.8584	2.88219	-7.841766e+03	-1.980228e+05	-2.058645e+05
112	-4.14779	1.64264	-0.210621	1.1687	-11.4622	3.10954	-1.0423	1.21804	-0.753855	1.40717	-1.15369	1.34738	-1.33799	1.40375	-3.95882	1.64023	-4.23635	1.86186	-2.37574	1.66507	-10.6889	2.88219	-7.689727e+03	-1.906311e+05	-1.983208e+05
113	-3.9242	1.64264	-0.210621	1.1687	-11.1561	3.10954	-1.0423	1.21804	-0.753855	1.40717	-1.15369	1.34738	-1.33799	1.35594	-3.95882	1.64023	-4.08619	1.86186	-2.37574	1.66507	-10.6889	2.8502	-7.389289e+03	-1.858501e+05	-1.932394e+05
114	-3.77514	1.64264	-0.210621	1.1687	-10.2857	3.00322	-1.0423	1.21804	-0.753855	1.40717	-1.15369	1.34738	-1.33799	1.35594	-3.95882	1.57619	-4.08619	1.86186	-2.37574	1.65442	-10.6889	2.8502	-6.755146e+03	-1.730035e+05	-1.797587e+05
115	-3.77514	1.64264	-0.210621	1.1687	-10.2572	3.00322	-1.0423	1.21804	-0.753855	1.40717	-1.11414	1.34241	-1.33799	1.35594	-3.95882	1.57619	-4.08619	1.86186	-2.37574	1.65442	-10.6612	2.8502	-6.728074e+03	-1.722884e+05	-1.790165e+05
116	-3.77514	1.73925	-0.210621	1.1687	-10.2572	3.00322	-0.513132	1.21804	-0.317516	1.40717	-1.11414	1.34241	-1.33799	1.35594	-3.87718	1.57619	-4.08619	1.51762	-2.37574	1.65442	-10.1968	2.77373	-6.714944e+03	-1.617197e+05	-1.684346e+05
117	-3.77514	1.73925	-0.210621	1.1687	-10.2572	2.88733	-0.513132	1.13095	-0.461808	1.40717	-1.11414	1.34241	-1.33799	1.35594	-3.87718	1.57619	-3.22794	1.51762	-2.37574	1.65442	-10.1968	2.77373	-6.673963e+03	-1.566319e+05	-1.633059e+05
118	-3.77514	1.73925	-0.210621	1.1687	-9.3321	2.71903	-0.513132	1.20371	-0.461808	1.40717	-1.11414	1.3079	-1.33799	1.35594	-3.87718	1.57472	-2.20881	1.31845	-2.37574	1.65442	-10.1968	2.68376	-6.219010e+03	-1.419177e+05	-1.481368e+05
119	-3.72361	1.71523	-0.210621	1.1687	-9.06082	2.73963	-0.513132	1.20371	-0.461808	1.40717	-1.11414	1.3079	-1.33799	1.35594	-2.94601	1.49265	-2.20881	1.31845	-2.37574	1.65442	-10.1968	2.68376	-6.069739e+03	-1.353389e+05	-1.414087e+05
120	-3.72361	1.71523	-0.210621	1.1687	-8.5919	2.69269	-0.513132	1.20371	-0.461808	1.40717	-1.08564	1.3079	-1.33799	1.35594	-2.94601	1.49265	-1.58137	1.31845	-2.37574	1.65442	-9.91819	2.68376	-5.775016e+03	-1.250728e+05	-1.308478e+05
121	-3.66527	1.71523	-0.210621	1.1687	-7.84771	2.47577	-0.513132	1.20371	-0.461808	1.40717	-1.08564	1.3079	-1.33799	1.35594	-2.94601	1.34923	-1.58137	1.31845	-2.37574	1.65442	-9.91819	2.68376	-5.386196e+03	-1.164911e+05	-1.218773e+05
122	-3.66527	1.71523	-0.210621	1.1687	-7.84771	2.47577	-0.513132	1.20371	-0.461808	1.40733	-1.08564	1.3079	-0.885808	1.35594	-2.94601	1.34923	-1.58137	1.31845	-1.33584	1.57553	-9.78763	2.68376	-5.609235e+03	-1.125768e+05	-1.181860e+05
123	-3.66527	1.55133	-0.210621	1.1687	-7.84771	2.47577	-0.513132	1.20371	-0.461808	1.40733	-1.08564	1.3079	-0.885808	1.35594	-2.94601	1.34923	-1.58137	1.31845	-1.33584	1.57553	-9.78763	2.68376	-5.607240e+03	-1.125768e+05	-1.181840e+05
124	-3.66527	1.55133	-0.210621	1.1687	-7.68333	2.47577	-0.513132	1.13951	-0.461808	1.40733	-1.08564	1.3079	-0.885808	1.35594	-2.94601	1.34923	-1.58137	1.31845	-1.33584	1.57553	-9.51889	2.65536	-5.378734e+03	-1.073474e+05	-1.127261e+05
125	-2.4293	1.55133	-0.210621	1.1687	-7.68333	2.56164	-0.513132	1.13951	-0.461808	1.40733	-1.08564	1.29501	-0.885808	1.35594	-2.94601	1.34923	-1.58137	1.31845	-1.33584	1.57553	-9.42959	2.65536	-4.792608e+03	-1.058654e+05	-1.106581e+05
126	-2.4293	 1.54	-0.210621	1.1687	-7.68333	2.56164	-0.513132	1.13951	-0.461808	1.40733	-1.08564	1.29501	-1.22269	1.35594	-2.94601	1.34923	-1.58137	1.31845	-1.33584	1.57553	-9.42959	2.65536	-4.746389e+03	-1.059091e+05	-1.106555e+05
127	-2.4293	 1.54	-0.210621	1.1687	-7.07748	2.56164	-0.513132	1.13951	-0.461808	1.40733	-1.08564	1.29501	-1.22269	1.35594	-1.89742	1.21798	-1.58137	1.31845	-1.33584	1.44587	-9.13155	2.65536	-4.243962e+03	-9.444784e+04	-9.869181e+04
128	-2.4293	 1.54	-0.210621	1.1687	-6.9169	2.42401	-0.513132	1.13951	-0.461808	1.40733	-1.08564	1.29605	-1.22269	1.35594	-1.89742	1.21798	-1.58137	1.31845	-1.33584	1.45005	-8.95286	2.65536	-4.049155e+03	-9.063077e+04	-9.467993e+04
129	-2.4293	 1.54	-0.210621	1.1687	-6.9169	2.42401	-0.513132	1.13951	-0.461808	1.40733	-0.987393	1.29605	-1.22269	1.35594	-1.89742	1.21798	-1.58137	1.31845	-1.33584	1.45005	-8.78229	2.65536	-3.953018e+03	-8.906325e+04	-9.301627e+04
130	-2.4293	 1.54	-0.0434919	1.1687	-6.81004	2.42401	-0.513132	1.13951	-0.461808	1.40733	-0.987393	1.29605	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.31845	-1.33584	1.45005	-8.48862	2.62984	-3.762677e+03	-8.514451e+04	-8.890719e+04
131	-2.4293	1.52668	-0.0434919	1.1687	-6.61748	2.42401	-0.513132	1.18423	-0.461808	1.40733	-0.987393	1.29605	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.31845	-1.33584	1.45005	-8.48862	2.58629	-3.678614e+03	-8.261805e+04	-8.629666e+04
132	-2.4293	1.69779	-0.0434919	1.1687	-6.33284	2.3531	-0.513132	1.16566	-0.461808	1.3723	-0.893098	1.29605	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.31845	-1.33584	1.45005	-8.3727	2.55658	-3.509618e+03	-7.867886e+04	-8.218848e+04
133	-2.4293	1.64748	-0.0434919	1.1687	-6.31936	2.3531	-0.513132	1.16566	-0.168324	1.36004	-0.893098	1.29605	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.31845	-1.33584	1.47751	-7.8238	2.55658	-3.253355e+03	-7.416535e+04	-7.741870e+04
134	-2.0578	1.63137	-0.0434919	1.1687	-5.8746	2.3531	-0.513132	1.16566	-0.168324	1.36004	-0.893098	1.23268	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.31845	-1.33584	1.47751	-7.8238	2.55658	-3.049128e+03	-7.089994e+04	-7.394907e+04
135	-2.0578	1.47154	-0.0434919	1.1687	-5.78373	2.33222	-0.513132	1.16566	-0.168324	1.36004	-0.893098	1.23268	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.26593	-1.33584	1.47751	-7.8238	2.4614	-3.010941e+03	-6.815219e+04	-7.116314e+04
136	-2.0578	1.56539	-0.0434919	1.1687	-5.40048	2.33222	-0.513132	1.16566	-0.168324	1.36004	-0.827125	1.23268	-1.22269	1.35594	-1.86952	1.21798	-1.58137	1.26593	-1.33584	1.47751	-7.51306	2.34731	-2.706998e+03	-6.248011e+04	-6.518711e+04
137	-2.0578	1.42773	-0.0434919	1.1687	-4.65825	2.33222	-0.513132	1.16566	-0.168324	1.36004	-0.601236	1.23268	-1.22269	1.35594	-1.83124	1.21798	-1.17602	1.26593	-1.33584	1.47751	-7.24345	2.34731	-2.401520e+03	-5.716935e+04	-5.957087e+04
138	-2.0578	1.42773	-0.0434919	1.1687	-4.65825	2.33222	-0.349917	1.16566	-0.168324	1.36004	-0.601236	1.23268	-1.22269	1.35594	-1.83124	1.21798	-1.17602	1.26593	-1.33584	1.47751	-7.14305	2.28536	-2.375126e+03	-5.607551e+04	-5.845064e+04
139	-1.84375	1.42773	-0.0434919	1.1687	-4.65825	2.30537	-0.349917	1.16566	-0.168324	1.36004	-0.565545	1.23268	-1.22269	1.35594	-1.83124	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.86054	2.28536	-2.212377e+03	-5.283812e+04	-5.505050e+04
140	-1.84375	1.46684	-0.0434919	1.1687	-4.65825	2.13871	-0.349917	1.15206	-0.168324	1.36004	-0.565545	1.23268	-1.22269	1.35594	-1.75477	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.86054	2.24155	-2.208497e+03	-5.000851e+04	-5.221701e+04
141	-1.84375	1.46684	-0.0434919	1.1687	-4.65825	2.13871	-0.349917	1.15206	-0.168324	1.36004	-0.480049	1.23268	-1.1377	1.35594	-1.75477	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.66223	2.20141	-2.127151e+03	-4.826309e+04	-5.039024e+04
142	-1.84375	1.46684	-0.0434919	1.1687	-4.65825	2.13871	-0.349917	1.15206	-0.168324	1.33448	-0.480049	1.23268	-1.1377	1.35594	-1.75477	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.48429	2.20141	-2.043067e+03	-4.675099e+04	-4.879406e+04
143	-1.84375	1.46684	-0.0434919	1.1687	-4.65825	2.13871	-0.349917	1.15206	-0.168324	1.35426	-0.480049	1.203	-1.1377	1.35594	-1.75477	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.24999	2.20141	-1.937209e+03	-4.491163e+04	-4.684883e+04
144	-1.84375	1.46684	-0.0434919	1.1687	-4.65825	2.13871	-0.349917	1.15206	-0.168324	1.35426	-0.418304	1.203	-1.1377	1.35594	-1.75477	1.21798	-1.17602	1.26593	-1.33584	1.47751	-6.03789	2.18038	-1.854235e+03	-4.329290e+04	-4.514714e+04
145	-1.84375	1.46684	-0.0434919	1.1687	-3.95615	2.13871	-0.349917	1.15148	-0.168324	1.35426	-0.418304	1.19823	-1.1377	1.35594	-1.75477	1.21798	-1.17602	1.26593	-0.887671	1.47751	-6.01353	2.13859	-1.703205e+03	-3.941750e+04	-4.112071e+04
146	-1.84375	1.48584	-0.0434919	1.1687	-3.95615	2.12423	-0.349917	1.15148	-0.168324	1.35426	-0.418304	1.19823	-1.1377	1.34574	-1.75477	1.21798	-1.17602	1.26593	-0.887671	1.47751	-6.01353	2.13859	-1.703146e+03	-3.911282e+04	-4.081597e+04
147	-1.76596	1.48584	-0.0434919	1.1687	-3.79191	2.12423	-0.349917	1.15148	-0.168324	1.35426	-0.349951	1.19823	-1.1377	1.34574	-1.75477	1.21798	-1.17602	1.26593	-0.887671	1.47751	-5.9819	2.12227	-1.647651e+03	-3.841999e+04	-4.006764e+04
148	-1.76596	1.48584	-0.0434919	1.1687	-3.74265	1.96538	-0.349917	1.15148	-0.168324	1.35426	-0.349951	1.19823	-1.1377	1.34574	-1.32242	1.21798	-1.17602	1.26593	-0.887671	1.45596	-5.54891	2.12227	-1.472240e+03	-3.382880e+04	-3.530104e+04
149	-1.76596	1.48584	-0.0434919	1.1687	-3.5133	1.96538	-0.349917	1.15148	-0.168324	1.3478	-0.349951	1.19823	-1.1377	1.34574	-1.32242	1.06418	-1.17602	1.26593	-0.887671	1.45596	-5.32437	2.07403	-1.347723e+03	-3.053662e+04	-3.188435e+04
150	-1.76596	1.50619	-0.0434919	1.1687	-3.19452	1.89468	-0.349917	1.15148	-0.168324	1.3478	-0.349951	1.1974	-1.1377	1.34574	-1.32242	1.06418	-1.17602	1.26593	-0.887671	1.45596	-5.05682	2.01135	-1.204360e+03	-2.725705e+04	-2.846141e+04
151	-1.76596	1.50619	-0.0434919	1.1687	-2.72693	1.89468	-0.349917	1.15148	-0.168324	1.3478	-0.326917	1.1974	-1.1377	1.34574	-1.32242	1.06418	-1.17602	1.26593	-0.887671	1.45596	-5.05682	2.01135	-1.151782e+03	-2.557141e+04	-2.672319e+04
152	-1.72837	1.50619	-0.0987143	1.1687	-1.74833	1.68233	-0.349917	1.15148	-0.168324	1.3478	-0.326917	1.1974	-1.1377	1.34574	-1.32242	1.06418	-1.17602	1.26593	-0.887671	1.45596	-4.99444	2.01135	-1.054660e+03	-2.208067e+04	-2.313533e+04
153	-1.71805	1.50619	-0.0987143	1.1687	-1.74833	1.6853	-0.349917	1.15148	-0.168324	1.3478	-0.326917	1.1974	-1.1377	1.34574	-1.32242	1.06418	-1.17602	1.26593	-0.887671	1.44914	-4.99444	2.01135	-1.049499e+03	-2.205358e+04	-2.310308e+04
154	-1.71805	1.50619	-0.0987143	1.1687	-0.918314	1.6853	-0.349917	1.15148	-0.168324	1.3478	-0.326917	1.1974	-1.1377	1.28456	-0.738701	1.06418	-1.17602	1.26593	-0.651187	1.43331	-4.99444	2.01135	-1.144314e+03	-2.007718e+04	-2.122150e+04
155	-1.71805	1.50619	-0.0987143	1.1687	-0.918314	1.6853	-0.349917	1.15148	-0.12338	1.3478	-0.326917	1.1974	-1.1377	1.28456	-0.738701	1.06418	-1.17602	1.26593	-0.651187	1.43331	-4.7282	1.97803	-1.067288e+03	-1.844307e+04	-1.951036e+04
156	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.6853	-0.349917	1.15148	-0.12338	1.34679	-0.326917	1.19464	-1.1377	1.28456	-0.738701	1.06418	-1.17602	1.21004	-0.651187	1.43331	-4.7282	1.97803	-9.100534e+02	-1.818264e+04	-1.909269e+04
157	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.6853	-0.349917	1.15148	-0.0671666	1.34679	-0.326917	1.19464	-1.1377	1.28456	-0.738701	1.06418	-1.17602	1.21004	-0.651187	1.43331	-4.63042	1.97803	-8.858061e+02	-1.767976e+04	-1.856557e+04
158	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.6853	-0.349917	1.15148	-0.111579	1.34679	-0.326917	1.17385	-0.767053	1.28456	-0.738701	1.06418	-1.17602	1.21004	-0.651187	1.43331	-4.63042	1.89771	-8.968994e+02	-1.712883e+04	-1.802573e+04
159	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.65405	-0.349917	1.15148	-0.111579	1.33114	-0.310024	1.17385	-0.767053	1.28456	-0.707213	1.06418	-1.16725	1.21004	-0.651187	1.43331	-4.33965	1.89771	-8.123827e+02	-1.496744e+04	-1.577982e+04
160	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.62777	-0.349917	1.14937	-0.111579	1.33114	-0.300464	1.17385	-0.767053	1.28456	-0.707213	1.06418	-1.16725	1.21004	-0.651187	1.43331	-4.33965	1.88428	-8.132603e+02	-1.473824e+04	-1.555150e+04
161	-1.43135	1.50619	-0.0987143	1.1687	-0.918314	1.62777	-0.292481	1.14937	-0.111579	1.33114	-0.300464	1.17385	-0.767053	1.28456	-0.707213	1.06345	-1.16725	1.21004	-0.651187	1.43331	-4.33965	1.88428	-8.196446e+02	-1.472826e+04	-1.554790e+04
162	-0.68056	1.42845	-0.0987143	1.1687	-0.880491	1.62777	-0.292481	1.13273	-0.111579	1.33114	-0.300464	1.17385	-0.767053	1.25324	-0.707213	1.06345	-1.16725	1.21004	-0.651187	1.41961	-3.88011	1.88428	-5.683285e+02	-1.250058e+04	-1.306890e+04
163	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.62777	-0.292481	1.13273	-0.111579	1.33114	-0.212345	1.17385	-0.767053	1.25324	-0.707213	1.06345	-0.929772	1.21004	-0.651187	1.41961	-3.76374	1.85056	-5.152074e+02	-1.161575e+04	-1.213096e+04
164	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.33114	-0.212345	1.17385	-0.767053	1.25324	-0.707213	1.06345	-0.929772	1.21004	-0.651187	1.41961	-3.76374	1.85056	-5.151166e+02	-1.151790e+04	-1.203301e+04
165	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.33114	-0.212345	1.17385	-0.767053	1.25324	-0.707213	1.06345	-0.929772	1.21004	-0.651187	1.41961	-3.57564	1.83779	-4.630677e+02	-1.075071e+04	-1.121378e+04
166	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.33067	-0.212345	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.929772	1.21004	-0.651187	1.41961	-3.57564	1.83779	-4.630687e+02	-1.075120e+04	-1.121427e+04
167	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.33067	-0.18052	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.929772	1.21004	-0.651187	1.41961	-3.57564	1.83779	-4.653400e+02	-1.074931e+04	-1.121465e+04
168	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.33067	-0.18052	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.929772	1.17605	-0.651187	1.41961	-3.57564	1.81977	-4.653251e+02	-1.051155e+04	-1.097688e+04
169	-0.910124	1.40189	-0.0987143	1.1687	-0.880491	1.61109	-0.292481	1.13273	-0.111579	1.3334	-0.18052	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.929772	1.17605	-0.651187	1.41409	-3.57564	1.81977	-4.653182e+02	-1.049679e+04	-1.096211e+04
170	-0.910124	1.24502	-0.0987143	1.1687	-0.880491	1.5718	-0.292481	1.13273	-0.111579	1.33529	-0.207957	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.87992	1.17605	-0.651187	1.41409	-2.52789	1.81977	-2.383068e+02	-8.963969e+03	-9.202276e+03
171	-0.910124	1.24502	-0.0987143	1.1687	-0.719434	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17385	-0.767042	1.25324	-0.707213	1.06345	-0.736687	1.12655	-0.651187	1.39421	-2.52789	1.81977	-2.519402e+02	-8.648158e+03	-8.900098e+03
172	-0.532407	1.24502	-0.0987143	1.1687	-0.719434	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17385	-0.767042	1.25324	-0.706801	1.06345	-0.736687	1.12655	-0.651187	1.40934	-2.52789	1.81977	-2.326074e+02	-8.646846e+03	-8.879453e+03
173	-0.789246	1.25784	-0.0987143	1.1687	-0.719434	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17385	-0.767042	1.25324	-0.706801	1.06345	-0.736687	1.12655	-0.651187	1.40934	-2.52789	1.81977	-2.301028e+02	-8.646846e+03	-8.876949e+03
174	-0.789246	1.25784	-0.0987143	1.1687	-0.478707	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17385	-0.767042	1.25324	-0.652306	1.06345	-0.736687	1.12655	-0.651187	1.40934	-2.52789	1.79667	-2.349607e+02	-7.939650e+03	-8.174611e+03
175	-0.727262	1.25784	-0.0987143	1.1687	-0.478707	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17393	-0.767042	1.25324	-0.652306	1.06345	-0.736687	1.12655	-0.651187	1.40934	-2.52789	1.67641	-2.262151e+02	-5.976582e+03	-6.202797e+03
176	-0.727262	1.25784	-0.0987143	1.1687	-0.478707	1.5718	-0.292481	1.13273	0.00908805	1.33529	-0.207957	1.17393	-0.767042	1.25324	-0.652306	1.06345	-0.365401	1.12655	-0.651187	1.40934	-2.52789	1.67641	-2.327578e+02	-5.865436e+03	-6.098193e+03
177	-0.727262	1.25784	-0.0987143	1.1687	-0.478707	1.49815	-0.18295	1.13273	0.00908805	1.33529	-0.207957	1.17393	-0.767042	1.25324	-0.652306	1.06345	-0.365401	1.12655	-0.651187	1.40934	-2.52789	1.67641	-2.376096e+02	-5.727972e+03	-5.965582e+03
178	-0.727262	1.25784	-0.0987143	1.1687	-0.478707	1.49815	-0.252609	1.1304	0.00908805	1.33529	-0.207957	1.17393	-0.767042	1.25324	-0.652306	1.05243	-0.365401	1.12655	-0.651187	1.40934	-2.23962	1.67641	-1.863715e+02	-5.218504e+03	-5.404875e+03
179	-0.658265	1.25784	-0.0987143	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.33529	-0.176785	1.17393	-0.767042	1.25324	-0.652306	1.05243	-0.365401	1.12655	-0.651187	1.40934	-1.91888	1.65849	-1.402224e+02	-4.593280e+03	-4.733503e+03
180	-0.673547	1.25784	-0.0987143	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.33529	-0.176785	1.17393	-0.767042	1.25324	-0.652306	1.05243	-0.365401	1.12655	-0.651187	1.40934	-1.91888	1.65849	-1.425641e+02	-4.593280e+03	-4.735845e+03
181	-0.673547	1.25784	-0.0987143	1.1687	-0.252983	1.49815	-0.252609	1.13105	0.00908805	1.31943	-0.176785	1.17393	-0.767042	1.25324	-0.624149	1.05243	-0.365401	1.12655	-0.651187	1.40934	-1.91888	1.43342	-1.410148e+02	-4.490639e+03	-4.631653e+03
